#min
1732933024,151174
1732933025,136857
1732933026,137144
1732933027,136983
1732933028,137980
1732933029,134506
1732933030,137011
1732933031,137027
1732933032,139025
1732933033,137022
1732933034,138809
1732933035,138930
1732933036,136919
1732933037,137020
1732933038,137134
1732933039,137621
1732933040,138291
1732933041,138189
1732933042,142292
1732933043,140079
1732933044,135740
1732933045,137769
1732933046,135595
1732933047,136572
1732933048,136198
1732933049,136075
1732933050,136537
1732933051,135542
1732933052,136063
1732933053,137553
1732933054,135743
1732933055,135361
1732933056,138006
1732933057,140821
1732933058,136923
1732933059,138871
1732933060,138732
1732933061,143179
1732933062,143490
1732933063,139449
1732933064,140421
1732933065,142955
1732933066,1185368
1732933067,524948
1732933068,421267
1732933069,331639
1732933070,246101
1732933071,172547
1732933072,138456
1732933073,134455
1732933074,137411
1732933075,136222
1732933076,135867
1732933077,137404
1732933078,136386
1732933079,134492
1732933080,135744
1732933081,136808
1732933082,137498
1732933083,136829
1732933084,218514
1732933085,266146
1732933086,348234
1732933087,144706
1732933088,137506
1732933089,137004
1732933090,136369
1732933091,137309
1732933092,138478
1732933093,134826
1732933094,136611
1732933095,164143
1732933096,484087
1732933097,479216
1732933098,360266
1732933099,418974
1732933100,393053
1732933101,317237
1732933102,334971
1732933103,327035
1732933104,289273
1732933105,354441
1732933106,389945
1732933107,321679
1732933108,309188
1732933109,319275
1732933110,336336
1732933111,296943
1732933112,261704
1732933113,1237485
1732933114,1153951
1732933115,1842511
1732933116,1015983
1732933117,645848
1732933118,418576
1732933119,334308
1732933120,382829
1732933121,326192
1732933122,378849
1732933123,260643
1732933124,289641
1732933125,1037288
1732933126,589113
1732933127,425113
1732933128,1221558
1732933129,959850
1732933130,744425
1732933131,483118
1732933132,912847
1732933133,723408
1732933134,788010
1732933135,622753
1732933136,648085
1732933137,339845
1732933138,269666
1732933139,253807
1732933140,319666
1732933141,327396
1732933142,325167
1732933143,312237
1732933144,352999
1732933145,349504
1732933146,368069
1732933147,323180
1732933148,313471
1732933149,359277
1732933150,349250
1732933151,348083
1732933152,354237
1732933153,325608
1732933154,363963
1732933155,366163
1732933156,391358
1732933157,445213
1732933158,376890
1732933159,348888
1732933160,383079
1732933161,409890
1732933162,400707
1732933163,400774
1732933164,393025
1732933165,392983
1732933166,412426
1732933167,382998
1732933168,1028987
1732933169,627885
1732933170,1089772
1732933171,1009212
1732933172,506682
1732933173,952636
1732933174,320479
1732933175,318385
1732933176,385431
1732933177,350687
1732933178,372281
1732933179,352635
1732933180,344921
1732933181,353615
1732933182,594728
1732933183,345547
1732933184,312996
1732933185,378643
1732933186,395498
1732933187,437699
1732933188,438451
1732933189,9444641
1732933190,8432718
1732933191,7530752
1732933192,6607223
1732933193,5634942
1732933194,4714195
1732933195,3824310
1732933196,3127422
1732933197,2182011
1732933198,1195568
1732933199,669298
1732933200,52649047
1732933201,51716536
1732933202,50673523
1732933203,49887968
1732933204,49114261
1732933205,48159011
1732933206,47156920
1732933207,46240135
1732933208,45461397
1732933209,44430493
1732933210,43454557
1732933211,42545441
1732933212,41753200
1732933213,40782961
1732933214,39807784
1732933215,38876508
1732933216,37973071
1732933217,36979291
1732933218,36003966
1732933219,35094757
1732933220,34323964
1732933221,33305792
1732933222,32292095
1732933223,31464396
1732933224,30656750
1732933225,29614873
1732933226,28658582
1732933227,27714594
1732933228,27440182
1732933229,118207346
1732933230,117124763
1732933231,116213593
1732933232,115504814
1732933233,114555207
1732933234,113541649
1732933235,112674381
1732933236,111888364
1732933237,110848806
1732933238,109871406
1732933239,109041434
1732933240,108220423
#max
1732933024,1542715
1732933025,234506
1732933026,200266
1732933027,163945
1732933028,156557
1732933029,157282
1732933030,167283
1732933031,171850
1732933032,238431
1732933033,216502
1732933034,260362
1732933035,252044
1732933036,213554
1732933037,198080
1732933038,234805
1732933039,223057
1732933040,225758
1732933041,282468
1732933042,428027
1732933043,438043
