timestamp,user,system
1732063388,0.1,0.1
1732063389,0.1,0.0
1732063390,0.1,0.1
1732063391,0.1,0.1
1732063392,0.0,0.0
1732063393,0.5,0.4
1732063394,0.1,0.0
1732063395,0.0,0.1
1732063396,0.0,0.0
1732063397,0.0,0.1
1732063398,0.0,0.0
1732063399,0.6,0.5
1732063400,0.0,0.1
1732063401,0.1,0.0
1732063402,0.0,0.0
1732063403,0.0,0.1
1732063404,0.0,0.0
1732063405,0.1,0.0
1732063406,0.2,0.1
1732063407,0.8,0.5
1732063408,1.3,0.9
1732063409,1.4,1.3
1732063410,1.3,1.9
1732063411,1.1,1.5
1732063412,0.4,0.5
1732063413,0.5,0.5
1732063414,0.5,0.9
1732063415,1.0,1.8
1732063416,0.5,1.4
1732063417,0.1,0.3
1732063418,0.4,1.0
1732063419,0.4,1.3
1732063420,0.6,1.1
1732063421,0.3,0.9
1732063422,0.4,1.0
1732063423,0.3,0.5
1732063424,0.4,0.8
1732063425,0.3,0.9
1732063426,0.4,1.3
1732063427,0.5,0.9
1732063428,0.6,1.1
1732063429,0.6,1.0
1732063430,0.9,1.4
1732063431,0.9,1.8
1732063432,0.5,1.4
1732063433,0.6,1.1
1732063434,0.6,1.8
1732063435,0.8,1.6
1732063436,0.6,1.3
1732063437,0.8,1.5
1732063438,0.9,1.0
1732063439,0.6,1.1
1732063440,1.0,1.9
1732063441,0.8,1.8
1732063442,0.6,1.1
1732063443,0.6,1.3
1732063444,0.6,1.3
1732063445,0.8,0.8
1732063446,0.6,1.3
1732063447,0.5,1.0
1732063448,0.5,1.1
1732063449,0.6,1.0
1732063450,0.5,1.5
1732063451,0.5,1.4
1732063452,0.9,1.9
1732063453,0.9,1.8
1732063454,0.9,1.8
1732063455,0.9,1.9
1732063456,0.9,1.5
1732063457,0.8,1.7
1732063458,0.9,1.9
1732063459,0.6,1.3
1732063460,0.6,1.6
1732063461,1.8,2.3
1732063462,1.4,1.8
1732063463,1.0,1.6
1732063464,1.0,1.8
1732063465,1.1,1.9
1732063466,1.3,2.0
1732063467,1.3,2.0
1732063468,0.8,1.9
1732063469,1.0,1.4
1732063470,1.0,2.2
1732063471,0.8,1.4
1732063472,0.6,1.1
1732063473,0.5,1.1
1732063474,0.8,1.8
1732063475,1.3,1.7
1732063476,1.3,1.9
1732063477,0.9,1.9
1732063478,0.9,1.8
1732063479,1.4,2.2
1732063480,1.1,1.8
1732063481,0.9,1.4
1732063482,1.0,1.5
1732063483,1.4,2.0
1732063484,1.3,2.1
1732063485,1.6,2.3
1732063486,1.1,1.8
1732063487,1.3,1.8
1732063488,1.7,2.5
1732063489,1.5,2.7
1732063490,1.4,2.0
1732063491,1.5,2.7
1732063492,1.3,2.0
1732063493,1.5,2.7
1732063494,0.9,1.9
1732063495,1.0,1.9
1732063496,0.8,1.5
1732063497,1.1,1.5
1732063498,1.8,2.2
1732063499,1.0,1.6
1732063500,1.1,1.9
1732063501,0.6,1.1
1732063502,1.1,1.9
1732063503,1.1,1.9
1732063504,1.4,2.5
1732063505,1.3,1.8
1732063506,1.1,1.6
1732063507,1.1,2.2
1732063508,1.1,2.2
1732063509,1.0,1.4
1732063510,0.9,1.5
1732063511,0.9,1.4
1732063512,1.0,2.2
1732063513,1.1,1.8
1732063514,1.1,1.8
1732063515,0.6,1.5
1732063516,1.5,2.2
1732063517,1.0,2.0
1732063518,1.0,2.2
1732063519,0.9,1.7
1732063520,0.8,1.3
1732063521,0.9,1.5
1732063522,1.1,1.9
1732063523,0.9,1.4
1732063524,1.0,2.0
1732063525,1.3,2.3
1732063526,1.3,2.0
1732063527,1.5,2.3
1732063528,1.1,2.0
1732063529,0.9,1.5
1732063530,0.9,1.7
1732063531,1.0,1.5
1732063532,1.3,1.5
1732063533,0.6,1.1
1732063534,0.9,1.8
1732063535,1.1,1.5
1732063536,1.4,2.0
1732063537,1.1,2.4
1732063538,1.5,2.5
1732063539,0.6,1.3
1732063540,1.6,2.5
1732063541,1.7,2.9
1732063542,1.9,2.5
1732063543,1.8,1.9
1732063544,0.8,1.1
1732063545,1.1,1.5
1732063546,0.9,2.0
1732063547,1.0,1.7
1732063548,1.1,1.7
1732063549,1.7,1.5
1732063550,1.3,1.6
1732063551,1.4,1.8
1732063552,1.4,1.5
1732063553,1.0,1.5
1732063554,1.8,1.8
1732063555,1.0,1.9
1732063556,1.5,2.1
1732063557,1.4,1.9
1732063558,1.3,1.6
