#min
1732931787,678953
1732931788,144253
1732931789,136910
1732931790,136209
1732931791,134627
1732931792,136222
1732931793,136365
1732931794,135537
1732931795,135214
1732931796,134977
1732931797,135467
1732931798,136626
1732931799,136036
1732931800,136540
1732931801,135750
1732931802,135519
1732931803,135956
1732931804,137595
1732931805,134918
1732931806,135614
1732931807,135045
1732931808,137625
1732931809,135704
1732931810,135359
1732931811,135117
1732931812,137112
1732931813,136455
1732931814,134775
1732931815,137320
1732931816,137974
1732931817,140404
1732931818,301730
1732931819,139344
1732931820,140422
1732931821,244568
1732931822,204107
1732931823,191593
1732931824,696995
1732931825,603106
1732931826,735909
1732931827,554475
1732931828,430600
1732931829,254992
1732931830,157549
1732931831,154280
1732931832,240078
1732931833,627527
1732931834,218871
1732931835,196391
1732931836,238512
1732931837,157942
1732931838,144958
1732931839,294435
1732931840,353448
1732931841,146795
1732931842,155897
1732931843,1216218
1732931844,758945
1732931845,1156822
1732931846,1159137
1732931847,274812
1732931848,758121
1732931849,711053
1732931850,616352
1732931851,1021013
1732931852,589235
1732931853,893293
1732931854,324776
1732931855,252923
1732931856,1390121
1732931857,840379
1732931858,367043
1732931859,242768
1732931860,232181
1732931861,181930
1732931862,149765
1732931863,153127
1732931864,143589
1732931865,141224
1732931866,308764
1732931867,551818
1732931868,1244947
1732931869,953553
1732931870,768753
1732931871,469248
1732931872,801330
1732931873,1508197
1732931874,1349007
1732931875,656297
1732931876,339717
1732931877,595400
1732931878,1108201
1732931879,929636
1732931880,595006
1732931881,761549
1732931882,608185
1732931883,430877
1732931884,584235
1732931885,493097
1732931886,275924
1732931887,355150
1732931888,796007
1732931889,500759
1732931890,705137
1732931891,828135
1732931892,229780
1732931893,2663302
1732931894,1473198
1732931895,927078
1732931896,786279
1732931897,413295
1732931898,499915
1732931899,450687
1732931900,745160
1732931901,1751797
1732931902,1910030
1732931903,1132651
1732931904,458880
1732931905,397462
1732931906,449751
1732931907,1292451
1732931908,942482
1732931909,1470173
1732931910,3525247
1732931911,821845
1732931912,1368893
1732931913,1109409
1732931914,979530
1732931915,1306491
1732931916,961300
1732931917,1914856
1732931918,1024236
1732931919,893722
1732931920,387367
1732931921,973306
1732931922,875917
1732931923,859447
1732931924,767948
1732931925,424866
1732931926,564307
1732931927,426495
1732931928,298471
1732931929,271561
1732931930,279847
1732931931,256821
1732931932,817059
1732931933,600664
1732931934,380320
1732931935,979838
1732931936,540807
1732931937,562237
1732931938,1182993
1732931939,393896
1732931940,573503
1732931941,455207
1732931942,648893
1732931943,519465
1732931944,648456
1732931945,1178474
1732931946,937697
1732931947,796102
1732931948,279605
1732931949,498946
1732931950,1819954
1732931951,685862
1732931952,427483
1732931953,422837
1732931954,523187
1732931955,585185
1732931956,2446891
1732931957,1811553
1732931958,955955
1732931959,445347
1732931960,1368292
1732931961,686771
1732931962,751969
1732931963,890953
1732931964,1118031
1732931965,933856
1732931966,807557
1732931967,988018
1732931968,707648
1732931969,1325738
1732931970,670579
1732931971,720993
1732931972,340868
1732931973,422631
1732931974,679599
1732931975,2075701
1732931976,1084684
1732931977,676948
1732931978,1067598
1732931979,575806
1732931980,405164
1732931981,1808204
1732931982,1037008
1732931983,1247900
1732931984,1240864
1732931985,1480408
1732931986,721996
1732931987,845824
1732931988,460061
1732931989,553275
1732931990,599419
1732931991,661513
1732931992,946661
1732931993,1097874
1732931994,369802
1732931995,854464
1732931996,915889
1732931997,751755
1732931998,1899208
1732931999,682193
1732932000,520446
1732932001,2134170
1732932002,1437007
1732932003,1317455
1732932004,675967
1732932005,537282
1732932006,871891
1732932007,420038
1732932008,398492
1732932009,762434
1732932010,525698
1732932011,787129
1732932012,617991
1732932013,535497
1732932014,560623
1732932015,1054506
1732932016,780094
1732932017,1161940
#max
1732931787,1690801
1732931788,1115345
1732931789,167050
1732931790,158347
1732931791,192909
1732931792,158523
1732931793,159250
1732931794,174917
1732931795,156752
1732931796,171292
1732931797,167184
1732931798,159754
1732931799,168368
1732931800,154339
1732931801,150849
1732931802,158629
1732931803,156570
1732931804,184536
1732931805,156955
1732931806,151268
1732931807,172367
1732931808,184259
1732931809,218341
1732931810,159439
1732931811,163759
1732931812,157442
1732931813,151903
1732931814,175817
1732931815,166622
1732931816,197120
1732931817,556587
1732931818,494140
1732931819,296041
1732931820,281252
1732931821,367200
1732931822,637068
1732931823,2176533
1732931824,2161757
1732931825,1107211
1732931826,1564899
1732931827,1786302
1732931828,1230583
1732931829,542352
1732931830,233847
1732931831,363665
1732931832,988330
1732931833,1011391
1732931834,802109
1732931835,758744
1732931836,640520
1732931837,418495
1732931838,520160
1732931839,934323
1732931840,819962
1732931841,435929
1732931842,7562087
1732931843,4360235
1732931844,3668603
1732931845,6219649
1732931846,7480369
1732931847,8867586
1732931848,10065553
1732931849,8558939
1732931850,20938905
1732931851,7386319
1732931852,7589966
1732931853,4602576
1732931854,16952215
1732931855,3386310
1732931856,3597006
1732931857,1950382
1732931858,12964058
1732931859,1438662
1732931860,2929616
1732931861,495655
1732931862,9056752
1732931863,452991
1732931864,320950
1732931865,777468
1732931866,5056402
1732931867,2439766
1732931868,3101560
1732931869,17226513
1732931870,6840745
1732931871,9387988
1732931872,20811671
1732931873,13233648
1732931874,8512844
1732931875,10561124
1732931876,16834387
1732931877,9241885
1732931878,9626266
1732931879,9918108
1732931880,12840703
1732931881,27128984
1732931882,6370700
1732931883,20470964
1732931884,8903123
1732931885,23129133
1732931886,10090117
1732931887,16504452
1732931888,8823898
1732931889,19129841
1732931890,6097085
1732931891,12511550
1732931892,10069701
1732931893,15129753
1732931894,4827929
1732931895,15636880
1732931896,68180495
1732931897,52754764
1732931898,5376698
1732931899,11636518
1732931900,64196701
1732931901,48787771
1732931902,5164215
1732931903,7637329
1732931904,60211669
1732931905,44793464
1732931906,1662546
1732931907,7278230
1732931908,56218425
1732931909,40799760
1732931910,7041414
1732931911,26201037
1732931912,52219993
1732931913,67537447
1732931914,45014774
1732931915,22232261
1732931916,48229499
1732931917,63538685
1732931918,41155158
1732931919,18287180
1732931920,44230320
1732931921,70603813
1732931922,37205500
1732931923,14296323
1732931924,40230224
1732931925,66604067
1732931926,33208165
1732931927,10296231
1732931928,36242067
1732931929,62636302
1732931930,29223637
1732931931,6297852
1732931932,32242383
1732931933,58635747
1732931934,25223360
1732931935,2298289
1732931936,28242679
1732931937,54636472
1732931938,21246012
1732931939,8395149
1732931940,41823436
1732931941,50676521
1732931942,17246088
1732931943,17947254
1732931944,40188807
1732931945,46678810
1732931946,20870056
1732931947,13954160
1732931948,36226340
1732931949,58505782
1732931950,26958309
1732931951,27217196
1732931952,32239398
1732931953,54507851
1732931954,22999129
1732931955,37379377
1732931956,28246762
1732931957,50508377
1732931958,19013741
1732931959,33394522
1732931960,24267370
1732931961,46515025
1732931962,15014897
1732931963,29394357
1732931964,20267325
1732931965,42548459
1732931966,11015473
1732931967,25394768
1732931968,16267977
1732931969,38550625
1732931970,7069848
1732931971,21416786
1732931972,19523720
1732931973,34559029
1732931974,33754241
1732931975,43102836
1732931976,15523954
1732931977,30559322
